id,name,networth,country,source,rank,age,citizenship,status,children,self_made,degree,university,longitude,latitude
398,Reinhold Schmieding,6.7,United States,medical devices,391,66,United States,Married,2,True,Bachelor of Arts/Science, Michigan State University,-81.7954666,26.1452817
400,Bruce Kovner,6.6,United States,hedge funds,400,76,United States,Married,3,True,Bachelor of Arts/Science, Harvard University,-74.00601519999999,40.7127281
401,Wang Wenjing,6.6,China,business software,400,56,China,Married,1,True,Bachelor of Arts/Science, Jiangxi University of Finance & Economics,116.3912757,39.906217
407,James Goodnight,6.5,United States,software,404,78,United States,Married,3,True,Bachelor of Arts/Science," North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University",-78.7812081,35.7882893
410,Sri Prakash Lohia,6.5,Indonesia,petrochemicals,404,68,Indonesia,Married,2,False,Bachelor of Arts/Science, Delhi University,-0.1276474,51.5073219
411,John Overdeck,6.5,United States,hedge funds,404,51,United States,Married,3,True,Bachelor of Arts/Science," Stanford University; Master of Science, Stanford University",-74.3069069,40.7244443
413,Horst Julius Pudwill,6.5,Germany,manufacturing,404,76,Germany,Married,1,True,Master of Science in Engineering, Technical College in Flensburg,114.1628131,22.2793278
414,David Siegel,6.5,United States,hedge funds,404,86,United States,Married,13,True,Drop Out, University of Miami,-81.5345547,28.4944695
415,Ronda Stryker,6.5,United States,medical equipment,404,67,United States,Married,3,False,Bachelor of Arts/Science," University of Northern Colorado; Master of Arts, Western Michigan University",-85.5800022,42.2011538
419,Dennis Washington,6.4,United States,"construction, mining",418,86,United States,Married,2,True,Diploma, High School,-113.995267,46.8701049
420,Rahul Bajaj,6.3,India,diversified,421,82,India,Widowed,3,False,Master of Business Administration, Harvard University,73.8544541,18.521428
421,Ashwin Dani & family,6.3,India,paints,421,78,India,Married,3,False,Bachelor of Arts/Science," Bombay University; Master of Science, University of Akron",72.8773928,19.0759899
422,Andreas Halvorsen,6.3,Norway,hedge funds,421,60,Norway,Married,3,True,Master of Business Administration," Stanford Graduate School of Business; Bachelor of Arts/Science, Williams College",-73.4692873,41.0787079
423,Andrei Kozitsyn,6.3,Russia,metals,421,60,Russia,Married,1,True,Bachelor of Science in Engineering, Ural Polytechnic Institute,60.58219,56.97047
425,Shi Yuzhu,6.3,China,"online games, investments",421,58,China,Divorced,1,True,Master of Science," Shenzhen University; Bachelor of Arts/Science, Zhejiang University",121.4692071,31.2322758
427,Murat Ulker,6.3,Turkey,food,421,62,Turkey,Married,3,False,Bachelor of Arts/Science, Bogazici University,28.9651646,41.0096334
431,Arthur Blank,6.2,United States,Home Depot,432,78,United States,Divorced,6,True,Bachelor of Arts/Science, Babson College,-84.39026440000001,33.7489924
433,Jiang Bin,6.2,China,acoustic components,432,54,China,Married,1,True,Bachelor of Arts/Science," Beijing University of Aeronautics and Astronautics; Master of Business Administration, Tsinghua University",119.1557441,36.7071591
435,Mitchell Rales,6.2,United States,"manufacturing, investments",432,64,United States,Married,2,True,Bachelor of Arts/Science, Miami University of Ohio,-78.83891,39.5675895
439,Mike Adenuga,6.1,Nigeria,"telecom, oil",440,68,Nigeria,Married,7,True,Master of Business Administration, Pace University,3.3941795,6.4550575
440,Charles Dolan & family,6.1,United States,cable television,440,94,United States,Married,6,True,Drop Out, John Carroll University,-73.4934796,40.7501803
448,Henry Samueli,6.1,United States,semiconductors,440,66,United States,Married,3,True,Bachelor of Arts/Science," University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles",-117.9294401,33.6170092
449,Les Wexner & family,6.1,United States,retail,440,83,United States,Married,4,True,Bachelor of Arts/Science, Ohio State University,-82.8087864,40.0811745
452,Robert Brockman,6.0,United States,Software,451,79,United States,Married,1,True,Bachelor of Business Administration, University of Florida,-95.3676974,29.7589382
453,Mong-Koo Chung,6.0,South Korea,Hyundai,451,83,South Korea,Married,4,False,Bachelor of Arts/Science, Hanyang University,126.9782914,37.5666791
454,Dulce Pugliese de Godoy Bueno,6.0,Brazil,"hospitals, health care",451,73,Brazil,Divorced,1,True,Doctorate," The University of Texas at Austin; Medical Doctor, Universidade Federal do Rio de Janeiro",-46.6333824,-23.5506507
455,Daniel Dines,6.0,Romania,software,451,49,Romania,Married,1,True,Bachelor of Science," University of Bucharest; Master of Science, University of Bucharest",-74.00601519999999,40.7127281
457,Judy Faulkner,6.0,United States,health IT,451,77,United States,Married,3,True,Bachelor of Arts/Science," Dickinson College; Master of Science, University of Wisconsin",-89.3837613,43.074761
460,Frits Goldschmeding,6.0,Netherlands,temp agency,451,87,Netherlands,Married,3,True,Doctorate, Free University of Amsterdam,4.8936041,52.3727598
461,Andrei Guriev & family,6.0,Russia,fertilizers,451,61,Russia,Married,2,True,Master," Saint Petersburg Mining University; Bachelor of Arts/Science, State Central Institute of Physical Culture",37.6174943,55.7504461
466,Robert F. Smith,6.0,United States,private equity,451,58,United States,Married,7,True,Master of Business Administration," Columbia University; Bachelor of Arts/Science, Cornell University",-97.74369950000001,30.2711286
467,John A. Sobrato & family,6.0,United States,real estate,451,81,United States,Married,3,True,Bachelor of Arts/Science, Santa Clara University,-122.2058272,37.453773
468,Ronald Wanek,6.0,United States,furniture,451,79,United States,Married,3,True,High School Graduate, High School,-82.66950850000001,27.7703796
469,Randa Duncan Williams,6.0,United States,pipelines,451,59,United States,Married,1,False,Bachelor of Arts/Science," Rice University; Doctor of Jurisprudence, University of Houston",-95.3676974,29.7589382
470,Hansjoerg Wyss,6.0,Switzerland,medical devices,451,86,Switzerland,Divorced,1,True,Master of Business Administration," Harvard University; Master of Science, Swiss Federal Institute of Technology",-110.8752112,43.5007599
475,Maria Asuncion Aramburuzabala & family,5.8,Mexico,"beer, investments",476,58,Mexico,Divorced,2,False,Bachelor of Arts/Science, Instituto Tecnológico Autónomo de México,-99.1331785,19.4326296
476,Chan Laiwa & family,5.8,China,real estate,476,80,China,Married,3,True,Doctorate, Savannah College of Art and Design,116.3912757,39.906217
477,George Kaiser,5.8,United States,"oil & gas, banking",476,78,United States,Married,3,False,Bachelor of Arts/Science," Harvard University; Master of Business Administration, Harvard University",-95.9929113,36.1556805
478,Ananda Krishnan,5.8,Malaysia,"telecoms, media, oil-services",476,83,Malaysia,Married,3,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, Melbourne University",101.6942371,3.1516964
479,Douglas Leone,5.8,United States,venture capital,476,63,United States,Married,4,True,Master of Science," Columbia University; Bachelor of Arts/Science, Cornell University; Master of Business Administration, MIT Sloan School of Management",-122.2058272,37.453773
484,Meg Whitman,5.8,United States,eBay,476,64,United States,Married,2,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, Princeton University",-118.242766,34.0536909
485,Neil Bluhm,5.7,United States,real estate,486,83,United States,Divorced,3,True,Doctor of Jurisprudence," Northwestern University; Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",-87.6244212,41.8755616
487,Tom Gores,5.7,United States,private equity,486,56,United States,Married,3,True,Bachelor of Arts/Science, Michigan State University,-118.3963062,34.0696501
489,Michael Moritz,5.7,United States,venture capital,486,66,United States,Married,2,True,Bachelor of Arts/Science," Christ Church, Oxford University; Master of Business Administration, University of Pennsylvania, The Wharton School",-122.419906,37.7790262
492,Emanuele (Lino) Saputo & family,5.7,Canada,cheese,486,84,Canada,Married,3,False,Diploma, High School,-73.61036420000001,45.4972159
494,Teh Hong Piow,5.7,Malaysia,banking,486,91,Malaysia,Married,4,True,Bachelor of Arts/Science, University of Malaya,101.6942371,3.1516964
498,Tamara Gustavson,5.6,United States,self storage,496,59,United States,Married,2,False,Bachelor of Arts/Science, University of Southern California,-84.4970393,38.0464066
503,Dagmar Dolby & family,5.5,United States,Dolby Laboratories,502,79,United States,Widowed,2,False,Bachelor of Arts/Science, Heidelberg University,-122.419906,37.7790262
505,Ken Fisher,5.5,United States,money management,502,70,United States,Married,3,True,Bachelor of Arts/Science, Humboldt State University,-122.4122248,45.5911103
506,Ivan Glasenberg,5.5,Switzerland,mining,502,64,Switzerland,Married,2,True,Master of Business Administration," Marshall School of Business; Bachelor of Arts/Science, University of Witwatersrand",8.554642100000001,47.307465
509,Karel Komarek,5.5,Czechia,"oil and gas, IT, lotteries",502,52,Czechia,Married,4,True,Diploma, Hahnemann Medical College,7.2285478,46.0967949
510,Ronald Lauder,5.5,United States,Estee Lauder,502,77,United States,Married,2,False,Bachelor of Arts/Science," University of Pennsylvania, The Wharton School",-74.00601519999999,40.7127281
512,J. Christopher Reyes,5.5,United States,food distribution,502,67,United States,Married,4,True,Bachelor of Arts/Science, University of Maryland,-80.13991799999999,27.080492
513,Jude Reyes,5.5,United States,food distribution,502,65,United States,Married,3,True,Bachelor of Arts/Science, Wofford College,-80.4494174,26.6279798
515,"Edward Roski, Jr.",5.5,United States,real estate,502,82,United States,Married,3,False,Bachelor of Arts/Science, University of Southern California,-118.242766,34.0536909
524,"Henry Nicholas, III.",5.4,United States,semiconductors,520,61,United States,Divorced,3,True,Bachelor of Arts/Science," University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles",-117.8268219,33.5963719
525,Terrence Pegula,5.4,United States,natural gas,520,70,United States,Married,5,True,Bachelor of Science in Engineering, Pennsylvania State University,-80.0830984,26.3586885
528,Pyotr Aven,5.3,Russia,"oil, banking, telecom",529,66,Russia,Married,3,True,Ph.D, Moscow State University,37.6174943,55.7504461
531,Barry Lam,5.3,Taiwan,electronics,529,72,Taiwan,Married,2,True,Bachelor of Arts/Science, National Taiwan University,121.5636796,25.0375198
537,Sam Zell,5.3,United States,"real estate, private equity",529,79,United States,Married,3,True,Bachelor of Arts/Science," University of Michigan; Doctor of Jurisprudence, University of Michigan",-87.6244212,41.8755616
538,John Brown,5.2,United States,medical equipment,539,86,United States,Married,2,True,Bachelor of Science in Engineering, Auburn University,-84.39026440000001,33.7489924
539,Giuseppe De'Longhi & family,5.2,Italy,coffee makers,539,82,Italy,Divorced,2,False,Bachelor of Arts/Economics, Università Cà Foscari di Venezia,12.2063158,45.8066913
541,Joe Mansueto,5.2,United States,investment research,539,64,United States,Married,3,True,Bachelor of Arts/Science, University of Chicago,-87.6244212,41.8755616
543,Gary Rollins,5.2,United States,pest control,539,76,United States,Divorced,4,False,Bachelor of Arts/Science, University of Tennessee Chattanooga,-84.39026440000001,33.7489924
549,Robert Bass,5.1,United States,"oil, investments",550,73,United States,Married,4,False,Master of Business Administration," Stanford University; Bachelor of Arts/Science, Yale University",-97.33274590000001,32.753177
550,Pierre Chen,5.1,Taiwan,electronics,550,64,Taiwan,Divorced,3,True,Bachelor of Arts/Science, National Cheng Kung University,121.5636796,25.0375198
551,Mahendra Choksi & family,5.1,India,paints,550,80,India,Married,2,False,Bachelor of Engineering," Bombay University; Master of Science, Bombay University",72.8773928,19.0759899
553,Reed Hastings,5.1,United States,Netflix,550,60,United States,Married,2,True,Bachelor of Arts/Science," Bowdoin College; Master of Science, Stanford University",-121.9905908,37.050096
560,Bernard Broermann,5.0,Germany,hospitals,561,77,Germany,Married,3,True,Master of Business Administration, Harvard University,8.465271,50.1818833
561,Jason Chang,5.0,Singapore,electronics,561,77,Singapore,Married,3,True,Bachelor of Arts/Science, National Taiwan University,121.5636796,25.0375198
562,Joshua Harris,5.0,United States,private equity,561,56,United States,Married,5,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School",-74.00601519999999,40.7127281
564,Lin Xiucheng & family,5.0,China,electronics,561,65,China,Married,4,True,Bachelor of Arts/Science, Xiamen University,118.0853479,24.4801069
565,Pankaj Patel,5.0,India,pharmaceuticals,561,68,India,Married,2,False,Bachelor of Arts/Science," Gujarat University; Master of Science, Gujarat University",72.5797068,23.0216238
567,"Walter Scott, Jr. & family",5.0,United States,"utilities, telecom",561,89,United States,Widowed,6,True,Bachelor of Arts/Science, Colorado State University,-95.9383758,41.2587459
568,Charles Simonyi,5.0,United States,Microsoft,561,72,United States,Married,2,True,Doctorate," Stanford University; Bachelor of Arts/Science, University of California, Berkeley",-122.2264453,47.620548
570,Daniel Ziff,5.0,United States,investments,561,49,United States,Married,1,False,Bachelor of Arts/Science, Columbia University,-74.00601519999999,40.7127281
571,Dirk Ziff,5.0,United States,investments,561,57,United States,Married,2,False,Bachelor of Arts/Science," Columbia University; Master of Business Administration, Harvard University",-80.05592660000001,26.8237944
572,Robert Ziff,5.0,United States,investments,561,54,United States,Married,2,False,Doctor of Jurisprudence," Cornell University; Bachelor of Arts/Science, Harvard University",-74.00601519999999,40.7127281
573,Stephen Bisciotti,4.9,United States,"staffing, Baltimore Ravens",574,61,United States,Married,2,True,Bachelor of Arts/Science, Salisbury State University,-76.6480219,39.0595542
575,Charles B. Johnson,4.9,United States,money management,574,88,United States,Married,6,False,Bachelor of Arts/Science, Yale University,-80.4494174,26.6279798
578,Lin Li,4.9,China,investments,574,58,China,Married,1,True,Chinese Academy of Social Sciences; Bachelor of Arts/Science, Hubei University of Technology,114.0543297,22.555454
579,Karen Pritzker,4.9,United States,"hotels, investments",574,63,United States,Widowed,4,False,Bachelor of Arts/Science, Northwestern University,-72.8150989,41.2795414
582,Howard Schultz,4.9,United States,Starbucks,574,67,United States,Married,2,True,Bachelor of Arts/Science, Northern Michigan University,-122.3300624,47.6038321
583,Yasumitsu Shigeta,4.9,Japan,mobile phone retailer,574,56,Japan,Married,3,True,Drop Out, Nihon University,139.7594549,35.6828387
584,Thomas Siebel,4.9,United States,business software,574,68,United States,Married,4,True,Bachelor of Arts/Science," University of Illinois, Urbana-Champaign; Master of Business Administration, University of Illinois, Urbana-Champaign; Master of Science, University of Illinois, Urbana-Champaign",-122.2538557,37.4299388
586,Chip Wilson,4.9,Canada,Lululemon,574,64,Canada,Married,5,True,Bachelor of Arts/Science, University of Calgary,-123.1139529,49.2608724
589,Richard Branson,4.8,United Kingdom,Virgin,589,70,United Kingdom,Married,2,True,Drop Out, High School,-64.3583581,18.5265982
594,Ted Lerner & family,4.8,United States,real estate,589,95,United States,Married,3,True,Associate in Arts/Science," George Washington University; LLB, George Washington University",-77.0881873,38.9822473
596,Yuri Milner,4.8,Israel,tech investments,589,59,Israel,Married,3,True,Bachelor of Arts/Science," Moscow State University; Drop Out, University of Pennsylvania, The Wharton School",-122.116578,37.3790629
598,Thomas Schmidheiny,4.8,Switzerland,cement,589,75,Switzerland,Married,4,False,Doctorate," Tufts University; Bachelor of Arts/Science, Zurich Polytechnic",8.8778671,47.2692872
599,Chairul Tanjung,4.8,Indonesia,diversified,589,58,Indonesia,Married,2,True,Medical Doctor, University of Indonesia,106.827183,-6.1753942
601,Radovan Vitek,4.8,Czechia,real estate,589,50,Czechia,Married,4,True,Law Degree, University of West Bohemia,7.5264358,46.3304899
610,Nathan Kirsh,4.7,Eswatini (Swaziland),"retail, real estate",608,89,Eswatini (Swaziland),Married,3,True,Bachelor of Arts/Science, University of Witwatersrand,31.178316,-26.4018193
611,Ken Langone,4.7,United States,investments,608,85,United States,Married,3,True,Bachelor of Arts/Science," Bucknell University; Master of Business Administration, Leonard N. Stern School of Business",-73.71874200000001,40.8517669
612,Michael Pieper,4.7,Switzerland,kitchen appliances,608,75,Switzerland,Married,2,True,Master of Business Administration, St Gallen University,8.3054682,47.0505452
613,Richard Schulze,4.7,United States,Best Buy,608,80,United States,"Widowed, Remarried",10,True,Diploma, High School,-81.7786972,26.339806
617,Oleg Tinkov,4.7,Russia,banking,608,53,Russia,Married,3,True,Diploma," University of California, Berkeley",37.6174943,55.7504461
618,Mark Walter,4.7,United States,finance,608,60,United States,Married,1,True,Bachelor of Arts/Science," Creighton University; Doctor of Jurisprudence, Northwestern University",-87.6244212,41.8755616
621,Patrizio Bertelli,4.6,Italy,luxury goods,622,75,Italy,Married,2,True,Master of Business Administration, University of Florence,9.1905,45.4668
622,Bert Beveridge,4.6,United States,vodka,622,59,United States,Married,3,True,Bachelor of Arts/Science, University of Texas at Austin,-97.74369950000001,30.2711286
624,Chen Lip Keong,4.6,Malaysia,"casinos, property, energy",622,73,Malaysia,Married,3,True,Medical Doctor, University of Malaya,104.9224426,11.568271
627,Tilman Fertitta,4.6,United States,"Houston Rockets, entertainment",622,63,United States,Married,4,True,Drop Out," Texas Tech University; Drop Out, University of Houston",-95.3676974,29.7589382
629,Peter Gassner,4.6,United States,software,622,56,United States,Married,2,True,Bachelor of Science, Oregon State University,-121.8746789,37.6624312
632,Denis O'Brien,4.6,Ireland,telecom,622,63,Ireland,Married,4,True,Master of Business Administration, Carroll School of Management,-6.2602732,53.3497645
633,Miuccia Prada,4.6,Italy,luxury goods,622,71,Italy,Married,2,False,Doctorate," University of Milan; Doctorate in Pedagogical Sciences, University of Milan",9.1905,45.4668
634,"Robert Rich, Jr.",4.6,United States,frozen foods,622,80,United States,Married,4,False,Master of Business Administration," Simon School of Business; Bachelor of Arts/Science, Williams College",-80.6278404,24.9242995
635,Abhay Vakil & family,4.6,India,paints,622,70,India,Married,3,False,Bachelor of Arts/Science," Bombay University; Bachelor of Arts/Science, Syracuse University",72.8773928,19.0759899
637,Ron Baron,4.5,United States,money management,638,77,United States,Married,2,True,Bachelor of Arts/Science, Bucknell University,-74.00601519999999,40.7127281
638,Andre Esteves,4.5,Brazil,banking,638,52,Brazil,Married,3,True,Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro,-46.6333824,-23.5506507
641,Viatcheslav Kantor,4.5,Russia,"fertilizer, real estate",638,67,Russia,Married,5,True,Ph.D, Moscow Aviation University,-0.1276474,51.5073219
642,Min Kao & family,4.5,United States,navigation equipment,638,72,United States,Married,2,True,Bachelor of Arts/Science," National Taiwan University; Doctorate, University of Tennessee Knoxville; Master of Science, University of Tennessee Knoxville",-94.6169012,38.966673
644,Richard Li,4.5,Hong Kong,telecom,638,54,Hong Kong,Single,3,False,Drop Out, Stanford University,114.1628131,22.2793278
645,Rudolf Maag,4.5,Switzerland,medical devices,638,75,Switzerland,Married,2,True,Master of Business Administration, INSEAD,7.570077,47.53656
648,Igor Olenicoff,4.5,United States,real estate,638,78,United States,Married,2,True,Bachelor of Arts/Science," University of Southern California; Master of Business Administration, University of Southern California; Master of Science, University of Southern California",-80.08726540000001,26.275636
649,Sergei Popov,4.5,Russia,banking,638,49,Russia,Married,2,True,Bachelor of Arts/Science, Ural State Technical University,37.6174943,55.7504461
650,Thomas Pritzker,4.5,United States,"hotels, investments",638,70,United States,Married,3,False,Bachelor of Arts/Science," Claremont McKenna College; Doctor of Jurisprudence, University of Chicago; Master of Business Administration, University of Chicago",-87.6244212,41.8755616
651,"Julian Robertson, Jr.",4.5,United States,hedge funds,638,88,United States,Widowed,3,True,Bachelor of Arts/Science, University of North Carolina,-73.5940485,40.8791587
654,Shari Arison,4.4,Israel,Carnival Cruises,655,63,Israel,Divorced,4,False,Drop Out, Miami Dade College,34.7818064,32.0852997
655,Orlando Bravo,4.4,United States,private equity,655,50,United States,Married,3,True,Bachelor of Arts/Science," Brown University; Master of Business Administration, Stanford Graduate School of Business; Doctor of Jurisprudence, Stanford University",-80.13530059999999,25.7929198
658,Mark Cuban,4.4,United States,"online media, Dallas Mavericks",655,62,United States,Married,3,True,Bachelor of Arts/Science, Indiana University,-96.7968559,32.7762719
662,Michael Minhong Yu,4.4,China,education,655,59,China,Married,2,True,Bachelor of Arts/Science, Peking University,116.3912757,39.906217
666,Thomas Hagen,4.3,United States,insurance,665,85,United States,Widowed,2,False,Bachelor of Arts/Science, Ohio State University,-80.0852695,42.1294712
668,Rakesh Jhunjhunwala,4.3,India,investments,665,60,India,Married,3,True,B.Com," Bombay University; Chartered Accountant, The Institute of Chartered Accountants of India",72.8773928,19.0759899
670,Eric Lefkofsky,4.3,United States,Groupon,665,51,United States,Married,3,True,Bachelor of Arts/Science," University of Michigan; Doctor of Jurisprudence, University of Michigan",-87.75811880000001,42.1350268
673,Antony Ressler,4.3,United States,finance,665,59,United States,Married,3,True,Master of Business Administration," Columbia Business School; Bachelor of Arts/Science, Georgetown University",-118.242766,34.0536909
676,Steven Udvar-Hazy,4.3,United States,aircraft leasing,665,75,United States,Married,4,True,Bachelor of Arts/Science," University of California, Los Angeles",-118.3963062,34.0696501
677,Takao Yasuda,4.3,Japan,retail,665,72,Japan,Married,1,True,Bachelor of Arts/Science, Keio University,103.8194992,1.357107
678,Ye Chenghai & family,4.3,Hong Kong,pharmaceuticals,665,77,Hong Kong,Married,2,True,Bachelor of Arts/Science, Renmin University of China,114.1628131,22.2793278
680,Rick Caruso,4.2,United States,real estate,680,62,United States,Married,4,True,Doctor of Jurisprudence," Pepperdine University; Bachelor of Arts/Science, University of Southern California",-118.242766,34.0536909
681,Scott Cook,4.2,United States,software,680,68,United States,Married,3,True,Master of Business Administration," Harvard Business School; Bachelor of Arts/Science, University of Southern California",-122.2538557,37.4299388
685,Fu Liquan & family,4.2,China,surveillance equipment,680,53,China,Married,1,True,Bachelor of Arts/Science," Zhejiang Shuren University; EMBA, Zhejiang University",120.2052342,30.2489634
687,Tom Golisano,4.2,United States,payroll services,680,79,United States,Married,2,True,Associate in Arts/Science, SUNY Tech Alfred,-81.7954666,26.1452817
690,Ray Lee Hunt,4.2,United States,"oil, real estate",680,78,United States,Married,5,False,Bachelor of Arts/Science, Southern Methodist University,-96.7968559,32.7762719
698,Leonard Stern,4.2,United States,real estate,680,83,United States,Married,3,False,Master of Business Administration," Leonard N. Stern School of Business; Bachelor of Arts/Science, New York University",-74.00601519999999,40.7127281
704,Margot Birmingham Perot,4.1,United States,"computer services, real estate",705,87,United States,Widowed,5,False,Bachelor of Arts/Science, Goucher College,-96.7968559,32.7762719
705,David Bonderman,4.1,United States,private equity,705,78,United States,Married,5,True,Doctor of Jurisprudence," Harvard University; Bachelor of Arts/Science, University of Washington",-97.33274590000001,32.753177
706,Matthew Calkins,4.1,United States,software,705,48,United States,Divorced,2,True,Bachelor of Arts/Economics, Dartmouth College,-77.0709087,38.8959791
709,Dan Friedkin,4.1,United States,Toyota dealerships,705,56,United States,Married,4,False,Bachelor of Arts/Science," Georgetown University; Master of Business Administration, Rice University",-95.3676974,29.7589382
712,Hong Ra-hee,4.1,South Korea,Samsung,705,75,South Korea,Widowed,3,False,Bachelor of Arts/Science, Seoul National University,126.9782914,37.5666791
715,Daniel Kretinsky,4.1,Czechia,"energy, investments",705,45,Czechia,In Relationship,1,True,Law Degree, Masaryk University,14.4212535,50.0874654
717,Janice McNair,4.1,United States,"energy, sports",705,84,United States,Widowed,4,False,Bachelor of Arts/Science, Columbia College,-95.3676974,29.7589382
718,John Morris,4.1,United States,sporting goods retail,705,73,United States,Married,4,True,Bachelor of Arts/Science, Drury University,-93.2920373,37.2166779
719,Gabe Newell,4.1,United States,videogames,705,58,United States,Divorced,2,True,Drop Out, Harvard University,-122.3300624,47.6038321
722,Jon Stryker,4.1,United States,medical equipment,705,63,United States,Married,2,False,Bachelor of Arts/Science," Kalamazoo College; Master of Architecture, University of California, Berkeley",-74.00601519999999,40.7127281
723,Suh Kyung-bae,4.1,South Korea,cosmetics,705,58,South Korea,Married,2,False,Master of Business Administration," Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Yonsei University",126.9782914,37.5666791
725,Samuel Yin,4.1,Taiwan,retail,705,70,Taiwan,Married,2,False,Bachelor of Arts/Science," Chinese Culture University; Ph.D, National Chengchi University; Master of Business Administration, National Taiwan University",121.5636796,25.0375198
730,Igor Kesaev,4.0,Russia,"tobacco distribution, retail",727,54,Russia,Married,3,True,Bachelor of Arts/Science, Moscow Institute of International Relations,37.6174943,55.7504461
740,Ajay Piramal,4.0,India,pharmaceuticals,727,65,India,Married,2,False,Bachelor of Arts/Science," Bombay University; Master of Business Administration, Bombay University",72.8773928,19.0759899
742,Trevor Rees-Jones,4.0,United States,oil & gas,727,69,United States,Married,2,True,Bachelor of Arts/Science," Dartmouth College; Doctor of Jurisprudence, Southern Methodist University",-96.7968559,32.7762719
743,Ira Rennert,4.0,United States,investments,727,86,United States,Married,3,True,Bachelor of Arts/Science," Brooklyn College; Master of Business Administration, Leonard N. Stern School of Business",-74.00601519999999,40.7127281
753,Rafael Del Pino,3.9,Spain,construction,752,62,Spain,Divorced,6,False,Master of Business Administration," MIT Sloan School of Management; Bachelor of Arts/Science, Universidad  Politecnica de Madrid",-3.7035825,40.4167047
755,Rakesh Gangwal,3.9,United States,airline,752,67,United States,Married,1,True,Bachelor of Science in Engineering," Indian Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School",-80.19362,25.7741728
757,Jeff Greene,3.9,United States,"real estate, investments",752,66,United States,Married,3,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, Johns Hopkins University",-80.4494174,26.6279798
758,Johnelle Hunt,3.9,United States,trucking,752,89,United States,Widowed,2,True,Drop Out, University of Central Arkansas,-94.1574328,36.0625843
761,"Stephen Mandel, Jr.",3.9,United States,hedge funds,752,65,United States,Married,3,True,Bachelor of Arts/Science," Dartmouth College; Master of Business Administration, Harvard University; Diploma, Phillips Academy Exeter",-73.6284598,41.0264862
765,Robert Rowling,3.9,United States,"hotels, investments",752,67,United States,Married,2,False,Doctor of Jurisprudence," Southern Methodist University; Bachelor of Arts/Science, The University of Texas at Austin",-96.7968559,32.7762719
768,Ben Silbermann,3.9,United States,Pinterest,752,38,United States,Married,2,True,Bachelor of Arts/Science, Yale University,-122.419906,37.7790262
774,Euisun Chung,3.8,South Korea,Hyundai,775,50,South Korea,Married,2,False,Bachelor of Arts/Science," Korea University; Master of Business Administration, University of San Francisco",126.9782914,37.5666791
775,Daniel D'Aniello,3.8,United States,private equity,775,74,United States,Married,2,True,Master of Business Administration," Harvard University; Bachelor of Arts/Science, Syracuse University",-77.2651762,38.9013729
776,Oleg Deripaska,3.8,Russia,"aluminum, utilities",775,53,Russia,Divorced,2,True,Bachelor of Arts/Science, Moscow State University,37.6174943,55.7504461
778,Feng Hailiang,3.8,China,"copper, education",775,60,China,Married,2,True,Master of Business Administration, Zhejiang University,120.1805427,29.7296617
779,John Gandel,3.8,Australia,shopping malls,775,86,Australia,Married,4,False,Doctorate, Monash University,144.960964,-37.8077694
780,Gao Dekang & family,3.8,China,apparel,775,69,China,Married,3,True,EMBA, Phoenix International University,120.7480757,31.6572954
781,Jaime Gilinski Bacal,3.8,Colombia,banking,775,63,Colombia,Married,4,False,Master of Business Administration, Harvard Business School,-0.1276474,51.5073219
784,"Amos Hostetter, Jr.",3.8,United States,cable television,775,84,United States,Married,3,True,Bachelor of Arts/Science," Amherst College; Master of Business Administration, Harvard University",-71.0582912,42.3602534
787,Aerin Lauder,3.8,United States,cosmetics,775,51,United States,Married,2,False,Bachelor of Arts/Science, University of Pennsylvania,-74.00601519999999,40.7127281
800,Donald Sterling,3.8,United States,real estate,775,87,United States,Married,3,True,Bachelor of Arts/Science," California State Los Angeles; Doctor of Jurisprudence, Southwestern Law School",-118.3963062,34.0696501
802,Don Vultaggio & family,3.8,United States,beverages,775,69,United States,Married,2,True,High School Graduate, High School,-73.681282,40.8254914
807,Marian Ilitch,3.7,United States,Little Caesars,807,88,United States,Widowed,7,True,Diploma," High School; High School Graduate, High School",-83.27326429999999,42.515868
811,Mary Alice Dorrance Malone,3.7,United States,Campbell Soup,807,71,United States,Divorced,2,False,Bachelor of Arts/Science, University of Arizona,-75.8238355,39.9831616
812,Michael Milken,3.7,United States,investments,807,74,United States,Married,3,True,Bachelor of Arts/Science," University of California, Berkeley; Master of Business Administration, University of Pennsylvania, The Wharton School",-118.242766,34.0536909
813,Ronald Perelman,3.7,United States,leveraged buyouts,807,78,United States,Married,8,True,Bachelor of Arts/Science," University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",-74.00601519999999,40.7127281
